SurveyTypeID,SurveyTypeDesc,,SurveyID,NumCyclesQ3,QID,TrendQID,NatlDbQID,QAlphaID,Qdesc,SurvInstrumentCategory,RptCategory
17,Patient Insights - OP,Outpatient,1715,1,16107,11477,11477,H5C,How often did the patient care staff do a good job in keeping you informed about delays in care or treatment?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,1715,1,16104,16104,5863,H2C,How often did the patient care staff treat you with courtesy and respect?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,1715,1,16105,16105,5864,H2O,How often did the patient care staff listen carefully to you?,CARE FROM STAFF,CARE FROM STAFF
17,Patient Insights - OP,Outpatient,1715,1,16109,513,15716,H6F,"During this visit, how satisfied were you with how easy it was to find your way around the facility?",FACILITY,FACILITY
17,Patient Insights - OP,Outpatient,1715,1,16401,14139,14139,H6AA,How satisfied were you with the cleanliness of the facility?,FACILITY,FACILITY
17,Patient Insights - OP,Outpatient,1715,1,11482,11482,5886,H17,Would you recommend this outpatient facility to your friends and family?,Overall Rating,Overall Rating
17,Patient Insights - OP,Outpatient,1715,1,11481,11481,5885,H30,"Using any number from 0 to 10, where 0 is the worst outpatient facility possible and 10 is the best outpatient facility possible, what number would you use to rate this outpatient facility?",Overall Rating,Overall Rating
17,Patient Insights - OP,Outpatient,1715,1,16402,13249,13249,H2ZB,How satisfied were you with your progress towards your goals?,REHAB,REHAB
17,Patient Insights - OP,Outpatient,1715,1,16110,16110,16627,H2Z,How often did the patient care staff do a good job of involving you in the treatment plan and goal setting?,REHAB,REHAB
17,Patient Insights - OP,Outpatient,1715,1,16111,543,262,H7X,How satisfied were you with how much you were helped by this visit?,SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,1715,1,16403,11474,5877,H4AF,How often did the patient care staff do everything they could to help you with your pain?,SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,1715,1,16406,260,11492,H8A,How satisfied were you with how clearly and completely you were told what to do and what to expect after returning home?,SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,1715,1,16404,11487,5879,H4AM,"Before giving you any new medicine, how often did the patient care staff explain what the medicine was for?",SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,1715,1,16405,11476,11476,H4AA,How often did the staff do a good job of informing your designated family member or friend about your care and treatment?,SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,1715,1,16407,11498,11498,H3,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated you?",SAME DAY SURGERY,SAME DAY SURGERY
17,Patient Insights - OP,Outpatient,1715,1,16398,14138,14138,H1B,How satisfied were you with the registration process?,SCHEDULING/REGISTRATION,SCHEDULING/REGISTRATION
17,Patient Insights - OP,Outpatient,1715,1,16397,11618,11618,H1D,How satisfied were you with the ability to schedule the visit on a convenient day and time?,SCHEDULING/REGISTRATION,SCHEDULING/REGISTRATION
17,Patient Insights - OP,Outpatient,1715,1,16108,16108,16108,H5D,How satisfied were you with the total amount of time you spent waiting at the facility?,WAIT TIME,WAIT TIME
59,Patient Sat - OP (Custom),Outpatient,1823,0,16107,11477,11477,H5C,How often did the patient care staff do a good job in keeping you informed about delays in care or treatment?,CARE FROM STAFF,CARE FROM STAFF
59,Patient Sat - OP (Custom),Outpatient,1823,0,16400,11478,11478,H2,"Using any number from 0 to 10, what number would you use to rate the care received from all the patient care staff who treated you?",CARE FROM STAFF,CARE FROM STAFF
59,Patient Sat - OP (Custom),Outpatient,1823,0,16399,11475,11475,H4WW,How often was the patient care staff able to calm your fears?,CARE FROM STAFF,CARE FROM STAFF
59,Patient Sat - OP (Custom),Outpatient,1823,0,16106,16106,5865,H2J,How often did the patient care staff explain things in a way you could understand?,CARE FROM STAFF,CARE FROM STAFF
59,Patient Sat - OP (Custom),Outpatient,1823,0,16105,16105,5864,H2O,How often did the patient care staff listen carefully to you?,CARE FROM STAFF,CARE FROM STAFF
59,Patient Sat - OP (Custom),Outpatient,1823,0,16104,16104,5863,H2C,How often did the patient care staff treat you with courtesy and respect?,CARE FROM STAFF,CARE FROM STAFF
59,Patient Sat - OP (Custom),Outpatient,1823,0,16109,513,15716,H6F,"During this visit, how satisfied were you with how easy it was to find your way around the facility?",FACILITY,FACILITY
59,Patient Sat - OP (Custom),Outpatient,1823,0,16401,14139,14139,H6AA,How satisfied were you with the cleanliness of the facility?,FACILITY,FACILITY
59,Patient Sat - OP (Custom),Outpatient,1823,0,11482,11482,5886,H17,Would you recommend this outpatient facility to your friends and family?,Overall Rating,Overall Rating
59,Patient Sat - OP (Custom),Outpatient,1823,0,11481,11481,5885,H30,"Using any number from 0 to 10, where 0 is the worst outpatient facility possible and 10 is the best outpatient facility possible, what number would you use to rate this outpatient facility?",Overall Rating,Overall Rating
59,Patient Sat - OP (Custom),Outpatient,1823,0,16110,16110,16627,H2Z,How often did the patient care staff do a good job of involving you in the treatment plan and goal setting?,REHAB,REHAB
59,Patient Sat - OP (Custom),Outpatient,1823,0,16402,13249,13249,H2ZB,How satisfied were you with your progress towards your goals?,REHAB,REHAB
59,Patient Sat - OP (Custom),Outpatient,1823,0,16398,14138,14138,H1B,How satisfied were you with the registration process?,SCHEDULING/REGISTRATION,SCHEDULING/REGISTRATION
59,Patient Sat - OP (Custom),Outpatient,1823,0,16397,11618,11618,H1D,How satisfied were you with the ability to schedule the visit on a convenient day and time?,SCHEDULING/REGISTRATION,SCHEDULING/REGISTRATION
59,Patient Sat - OP (Custom),Outpatient,1823,0,18293,11474,5877,H4AF,How often did the patient care staff do everything they could to help you with your pain?,SURGERY/PROCEDURE,SURGERY/PROCEDURE
59,Patient Sat - OP (Custom),Outpatient,1823,0,18295,11476,11476,H4AA,How often did the staff do a good job of informing your designated family member or friend about your care and treatment?,SURGERY/PROCEDURE,SURGERY/PROCEDURE
59,Patient Sat - OP (Custom),Outpatient,1823,0,18294,11487,5879,H4AM,"Before giving you any new medicine, how often did the patient care staff explain what the medicine was for?",SURGERY/PROCEDURE,SURGERY/PROCEDURE
59,Patient Sat - OP (Custom),Outpatient,1823,0,17874,14573,14573,H6DA,How often did the patient care staff check the patient identification band before giving medications or treatment?,SURGERY/PROCEDURE,SURGERY/PROCEDURE
59,Patient Sat - OP (Custom),Outpatient,1823,0,18297,11498,11498,H3,"Using any number from 0 to 10, what number would you use to rate the care received from all the doctors who treated you?",SURGERY/PROCEDURE,SURGERY/PROCEDURE
59,Patient Sat - OP (Custom),Outpatient,1823,0,18296,18296,11492,H8A,How satisfied were you with how clearly and completely you were told what to do and what to expect after returning home?,SURGERY/PROCEDURE,SURGERY/PROCEDURE
59,Patient Sat - OP (Custom),Outpatient,1823,0,18298,18298,262,H7X,How satisfied were you with how much you were helped by this visit?,SURGERY/PROCEDURE,SURGERY/PROCEDURE
59,Patient Sat - OP (Custom),Outpatient,1823,0,16108,16108,16108,H5D,How satisfied were you with the total amount of time you spent waiting at the facility?,WAIT TIME,WAIT TIME
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19471,19471,15051,H2DS,"Using any number from 0 to 10, where 0 is the worst dialysis center staff possible and 10 is the best dialysis center staff possible, what number would you use to rate your dialysis center staff?",Dialysis Center Staff Overall Rating,Dialysis Center Staff Overall Rating
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19451,19451,15026,Y2HD,Do your kidney doctors seem informed and up to date about the health care you receive from other doctors?,Nephrologists' Communication and Caring,Nephrologists' Communication and Caring
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19445,19445,5869,H3O,"In the last 3 months, how often did your kidney doctors listen carefully to you?",Nephrologists' Communication and Caring,Nephrologists' Communication and Caring
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19446,19446,5870,H3J,"In the last 3 months, how often did your kidney doctors explain things in a way that was easy for you to understand?",Nephrologists' Communication and Caring,Nephrologists' Communication and Caring
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19447,19447,14089,H3CS,"In the last 3 months, how often did your kidney doctors show respect for what you had to say?",Nephrologists' Communication and Caring,Nephrologists' Communication and Caring
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19448,19448,14090,H3AA,"In the last 3 months, how often did your kidney doctors spend enough time with you?",Nephrologists' Communication and Caring,Nephrologists' Communication and Caring
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19449,19449,11489,H3BC,"In the last 3 months, how often did you feel your kidney doctors really cared about you as a person?",Nephrologists' Communication and Caring,Nephrologists' Communication and Caring
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19450,19450,11498,H3,"Using any number from 0 to 10, where 0 is the worst kidney doctors possible and 10 is the best kidney doctors possible, what number would you use to rate the kidney doctors you have now?",Nephrologists' Overall Rating,Nephrologists' Overall Rating
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19474,19474,5885,H30,"Using any number from 0 to 10, where 0 is the worst dialysis center possible and 10 is the best dialysis center possible, what number would you use to rate this dialysis center?",Overall Center Rating,Overall Center Rating
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19475,19475,15055,Y2DF,"In the last 12 months, did either your kidney doctors or dialysis center staff talk to you as much as you wanted about which treatment is right for you?",Providing Information to Patients,Providing Information to Patients
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19476,19476,15058,Y2DG,"In the last 12 months, have either your kidney doctors or dialysis center staff explained to you why you are not eligible for a kidney transplant?",Providing Information to Patients,Providing Information to Patients
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19477,19477,15059,Y2DJ,"In the last 12 months, did either your kidney doctors or dialysis center staff talk to you about peritoneal dialysis?",Providing Information to Patients,Providing Information to Patients
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19478,19478,15060,Y2DK,"In the last 12 months, were you as involved as much as you wanted in choosing the treatment for kidney disease that is right for you?",Providing Information to Patients,Providing Information to Patients
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19467,19467,15938,Y11D,Did this dialysis center ever give you any written information about your rights as a patient?,Providing Information to Patients,Providing Information to Patients
126,Patient Insights - ICH-CAHPS,ICH-CAHPS,2053,0,19468,19468,15048,Y11DH,Did dialysis center staff at this center ever review your rights as a patient with you?,Providing Information to Patients,Providing Information to Patients
